,domain,reachedDomain,start,end,hasErrors,error,originalFile,cmp,cmps,pagerank,rank_group,wronglyTagged,status,statusSimplified,cmp_simplified,cmp_simplified_othered,cmp_simplified_othered_more,tld,tld_othered
943,autoblog.com,yahoo.com,2022-11-23 01:07:23.215000+00:00,2022-11-23 01:11:10.424000+00:00,False,Successful,results.json_00000940-00000949.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",4653,"(0, 10000]",False,successful,successful,yahoo,other,other,com,com
945,easports.com,ea.com,2022-11-23 01:05:28.195000+00:00,2022-11-23 01:11:59.006000+00:00,False,Successful,results.json_00000940-00000949.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",4635,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,com,com
947,vivox.com,unity.com,2022-11-23 01:07:17.150000+00:00,2022-11-23 01:12:16.696000+00:00,False,Successful,results.json_00000940-00000949.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",4649,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
950,campaign-archive1.com,mailchimp.com,2022-11-23 01:07:42.455000+00:00,2022-11-23 01:13:07.295000+00:00,False,Successful,results.json_00000950-00000959.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",4658,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
958,seek.com,seek.com.au,2022-11-23 01:04:44.991000+00:00,2022-11-23 01:16:56.769000+00:00,False,Successful,results.json_00000950-00000959.json,tealium.com,['tealium.com'],4622,"(0, 10000]",False,successful,successful,tealium.com,other,tealium.com,com,com
960,centurylink.net,centurylink.com,2022-11-23 01:11:59.007000+00:00,2022-11-23 01:17:16.012000+00:00,False,Successful,results.json_00000960-00000969.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",4703,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
961,barracudanetworks.com,barracuda.com,2022-11-23 01:11:56.598000+00:00,2022-11-23 01:17:30.713000+00:00,False,Successful,results.json_00000960-00000969.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",4700,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
972,campaign-archive2.com,mailchimp.com,2022-11-23 01:15:06.918000+00:00,2022-11-23 01:21:46.037000+00:00,False,Successful,results.json_00000970-00000979.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",4768,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
998,thebalancesmb.com,thebalancemoney.com,2022-11-23 01:37:54.412000+00:00,2022-11-23 01:43:21.780000+00:00,False,Successful,results.json_00000990-00000999.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",4927,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1008,kuleuven.be,www.kuleuven.be,2022-11-23 01:41:56.941000+00:00,2022-11-23 01:47:19.394000+00:00,False,Successful,results.json_00001000-00001009.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",5038,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,be,be
1013,kpmg.com,home.kpmg,2022-11-23 01:42:21.443000+00:00,2022-11-23 01:48:16.237000+00:00,False,Successful,results.json_00001010-00001019.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",5037,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1024,battlenet.com.cn,blizzardgames.cn,2022-11-23 01:48:11.695000+00:00,2022-11-23 01:56:22.534000+00:00,False,Successful,results.json_00001020-00001029.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",5100,"(0, 10000]",True,successful,successful,onetrust,onetrust,onetrust,cn,other
1027,softlayer.com,ibm.com,2022-11-23 01:50:08.639000+00:00,2022-11-23 01:56:46.411000+00:00,False,Successful,results.json_00001020-00001029.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",5145,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,com,com
1034,splunkcloud.com,splunk.com,2022-11-23 01:47:21.409000+00:00,2022-11-23 01:59:58.672000+00:00,False,Successful,results.json_00001030-00001039.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",5109,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1042,superawesome.tv,superawesome.com,2022-11-23 01:58:15.624000+00:00,2022-11-23 02:03:32.996000+00:00,False,Successful,results.json_00001040-00001049.json,optanon,['optanon'],5234,"(0, 10000]",False,successful,successful,optanon,other,other,tv,other
1056,wanadoo.fr,orange.fr,2022-11-23 02:05:37.736000+00:00,2022-11-23 02:12:09.680000+00:00,False,Successful,results.json_00001050-00001059.json,didomi.io,['didomi.io'],5312,"(0, 10000]",False,successful,successful,didomi.io,didomi.io,didomi.io,fr,fr
1072,rivals.com,yahoo.com,2022-11-23 02:15:19.692000+00:00,2022-11-23 02:21:58.188000+00:00,False,Successful,results.json_00001070-00001079.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",5384,"(0, 10000]",False,successful,successful,yahoo,other,other,com,com
1096,trusteer.com,ibm.com,2022-11-23 02:36:56.399000+00:00,2022-11-23 02:42:59.583000+00:00,False,Successful,results.json_00001090-00001099.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",5417,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,com,com
1108,cbsi.com,paramount.com,2022-11-23 02:42:59.359000+00:00,2022-11-23 02:48:00.325000+00:00,False,Successful,results.json_00001100-00001109.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",5596,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1120,ihost.com,ibm.com,2022-11-23 02:46:45.102000+00:00,2022-11-23 02:53:23.987000+00:00,False,Successful,results.json_00001120-00001129.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",5671,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,com,com
1133,hln.be,dpgmedia.be,2022-11-23 02:54:33.359000+00:00,2022-11-23 02:57:43.172000+00:00,False,Successful,results.json_00001130-00001139.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",5791,"(0, 10000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,be,be
1138,yougov.com,yougov.de,2022-11-23 02:53:23.983000+00:00,2022-11-23 02:58:51.913000+00:00,False,Successful,results.json_00001130-00001139.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",5780,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1155,f5silverline.com,f5.com,2022-11-23 03:01:39.030000+00:00,2022-11-23 03:06:17.037000+00:00,False,Successful,results.json_00001150-00001159.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",5936,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,com,com
1159,homeip.net,oracle.com,2022-11-23 03:01:08.483000+00:00,2022-11-23 03:08:42.185000+00:00,False,Successful,results.json_00001150-00001159.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",5933,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,net,net
1170,canvaslms.com,instructure.com,2022-11-23 03:10:14.574000+00:00,2022-11-23 03:15:40.714000+00:00,False,Successful,results.json_00001170-00001179.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",6044,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1177,mediaroom.com,prnewswire.com,2022-11-23 03:17:20.377000+00:00,2022-11-23 03:22:13.882000+00:00,False,Successful,results.json_00001170-00001179.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",6094,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1178,llnw.net,edg.io,2022-11-23 03:17:22.712000+00:00,2022-11-23 03:22:29.778000+00:00,False,Successful,results.json_00001170-00001179.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",6095,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
1186,eidos.com,square-enix-games.com,2022-11-23 03:19:36.784000+00:00,2022-11-23 03:24:57.959000+00:00,False,Successful,results.json_00001180-00001189.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",6098,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1194,care.com,betreut.de,2022-11-23 03:23:49.304000+00:00,2022-11-23 03:28:33.195000+00:00,False,Successful,results.json_00001190-00001199.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",6155,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1216,manuscriptcentral.com,clarivate.com,2022-11-23 03:35:50.559000+00:00,2022-11-23 03:41:34.693000+00:00,False,Successful,results.json_00001210-00001219.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",6264,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1222,ciscospark.com,webex.com,2022-11-23 03:38:59.087000+00:00,2022-11-23 03:44:23.791000+00:00,False,Successful,results.json_00001220-00001229.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",6307,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1242,soton.ac.uk,southampton.ac.uk,2022-11-23 03:49:59.994000+00:00,2022-11-23 03:55:16.782000+00:00,False,Successful,results.json_00001240-00001249.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",6433,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,uk,uk
1265,sf.net,sourceforge.net,2022-11-23 04:02:00.797000+00:00,2022-11-23 04:07:10.255000+00:00,False,Successful,results.json_00001260-00001269.json,consentmanager.net,['consentmanager.net'],6546,"(0, 10000]",False,successful,successful,consentmanager.net,other,consentmanager.net,net,net
1266,schneider-electric.com,se.com,2022-11-23 04:02:18.522000+00:00,2022-11-23 04:07:22.229000+00:00,False,Successful,results.json_00001260-00001269.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",6550,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1271,dyndns.info,oracle.com,2022-11-23 04:05:58.187000+00:00,2022-11-23 04:13:17.979000+00:00,False,Successful,results.json_00001270-00001279.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",6585,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,info,other
1308,prntscr.com,prnt.sc,2022-11-23 04:29:00.052000+00:00,2022-11-23 04:34:20.277000+00:00,False,Successful,results.json_00001300-00001309.json,quantcast2b,['quantcast2b'],6845,"(0, 10000]",False,successful,successful,quantcast,quantcast,quantcast,com,com
1312,mn.co,mightynetworks.com,2022-11-23 04:32:10.103000+00:00,2022-11-23 04:37:45.701000+00:00,False,Successful,results.json_00001310-00001319.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",6854,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,co,other
1327,fotolia.com,adobe.com,2022-11-23 04:44:54.529000+00:00,2022-11-23 04:50:33.105000+00:00,False,Successful,results.json_00001320-00001329.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",6977,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1379,wasabisys.com,wasabi.com,2022-11-23 15:18:33.036000+00:00,2022-11-23 15:27:11.424000+00:00,False,Successful,results.json_00001370-00001379.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",7303,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1391,shef.ac.uk,sheffield.ac.uk,2022-11-23 15:26:19.524000+00:00,2022-11-23 15:36:54.279000+00:00,False,Successful,results.json_00001390-00001399.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",7361,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,uk,uk
1399,popcap.com,ea.com,2022-11-23 15:30:32.973000+00:00,2022-11-23 15:43:54.607000+00:00,False,Successful,results.json_00001390-00001399.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",7391,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,com,com
1405,gitlab.io,gitlab.com,2022-11-23 15:35:22.014000+00:00,2022-11-23 15:47:05.613000+00:00,False,Successful,results.json_00001400-00001409.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",7436,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,io,io
1423,ic.ac.uk,imperial.ac.uk,2022-11-23 15:49:41.405000+00:00,2022-11-23 15:57:26.922000+00:00,False,Successful,results.json_00001420-00001429.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",7510,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,uk,uk
1434,aternity.com,riverbed.com,2022-11-23 15:57:28.207000+00:00,2022-11-23 16:03:27.709000+00:00,False,Successful,results.json_00001430-00001439.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",7638,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1436,yahoo.com.tw,yahoo.com,2022-11-23 15:59:08.827000+00:00,2022-11-23 16:04:21.659000+00:00,False,Successful,results.json_00001430-00001439.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",7646,"(0, 10000]",False,successful,successful,yahoo,other,other,tw,other
1442,mine.nu,oracle.com,2022-11-23 15:57:26.923000+00:00,2022-11-23 16:08:16.588000+00:00,False,Successful,results.json_00001440-00001449.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",7632,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,nu,other
1445,incontact.com,nice.com,2022-11-23 16:00:01.308000+00:00,2022-11-23 16:08:54.026000+00:00,False,Successful,results.json_00001440-00001449.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",7651,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1453,volkskrant.nl,dpgmedia.nl,2022-11-23 16:06:57.459000+00:00,2022-11-23 16:14:57.862000+00:00,False,Successful,results.json_00001450-00001459.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",7745,"(0, 10000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,nl,nl
1463,rollout.io,cloudbees.com,2022-11-23 16:12:47.684000+00:00,2022-11-23 16:21:16.810000+00:00,False,Successful,results.json_00001460-00001469.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",7822,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,io,io
1465,adobeconnect.com,adobe.com,2022-11-23 16:16:02.082000+00:00,2022-11-23 16:22:33.006000+00:00,False,Successful,results.json_00001460-00001469.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",7837,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1468,monash.edu.au,monash.edu,2022-11-23 16:17:44.362000+00:00,2022-11-23 16:23:54.816000+00:00,False,Successful,results.json_00001460-00001469.json,tealium.com,['tealium.com'],7871,"(0, 10000]",False,successful,successful,tealium.com,other,tealium.com,au,other
1480,ams1907.com,ups.com,2022-11-23 16:22:41.668000+00:00,2022-11-23 16:31:33.423000+00:00,False,Successful,results.json_00001480-00001489.json,tealium.com,['tealium.com'],7918,"(0, 10000]",False,successful,successful,tealium.com,other,tealium.com,com,com
1487,getdropbox.com,dropbox.com,2022-11-23 16:25:11.964000+00:00,2022-11-23 16:33:04.564000+00:00,False,Successful,results.json_00001480-00001489.json,EvidonBanner,['EvidonBanner'],7939,"(0, 10000]",False,successful,successful,Evidon,other,other,com,com
1496,verizonmedia.com,yahoo.com,2022-11-23 16:33:58.764000+00:00,2022-11-23 16:41:06.466000+00:00,False,Successful,results.json_00001490-00001499.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",8023,"(0, 10000]",False,successful,successful,yahoo,other,other,com,com
1500,sparkpostmail.com,sparkpost.com,2022-11-23 16:32:52.725000+00:00,2022-11-23 16:42:43.132000+00:00,False,Successful,results.json_00001500-00001509.json,optanon,['optanon'],8002,"(0, 10000]",False,successful,successful,optanon,other,other,com,com
1519,fortunecity.com,dotster.com,2022-11-23 16:51:10.256000+00:00,2022-11-23 16:59:41.243000+00:00,False,Successful,results.json_00001510-00001519.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",8131,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1529,siteground.eu,siteground.com,2022-11-23 16:54:17.661000+00:00,2022-11-23 17:02:11.889000+00:00,False,Successful,results.json_00001520-00001529.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",8186,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,eu,other
1536,download.com,cnet.com,2022-11-23 17:00:03.085000+00:00,2022-11-23 17:10:31.416000+00:00,False,Successful,results.json_00001530-00001539.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",8239,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1560,dyndns.biz,oracle.com,2022-11-23 17:08:31.882000+00:00,2022-11-23 17:28:39.634000+00:00,False,Successful,results.json_00001560-00001569.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",8293,"(0, 10000]",False,successful,successful,trustarc,other,trustarc,biz,other
1599,db.tt,dropbox.com,2022-11-23 17:47:50.195000+00:00,2022-11-23 17:57:41.409000+00:00,False,Successful,results.json_00001590-00001599.json,EvidonBanner,['EvidonBanner'],8667,"(0, 10000]",False,successful,successful,Evidon,other,other,tt,other
1600,compuserve.com,yahoo.com,2022-11-23 17:52:30.350000+00:00,2022-11-23 17:58:06.012000+00:00,False,Successful,results.json_00001600-00001609.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",8672,"(0, 10000]",False,successful,successful,yahoo,other,other,com,com
1601,siftscience.com,sift.com,2022-11-23 17:44:47.590000+00:00,2022-11-23 17:58:08.775000+00:00,False,Successful,results.json_00001600-00001609.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",8633,"(0, 10000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
1604,ip-plus.net,swisscom.ch,2022-11-23 17:54:17.503000+00:00,2022-11-23 18:00:48.070000+00:00,False,Successful,results.json_00001600-00001609.json,tealium.com,['tealium.com'],8703,"(0, 10000]",False,successful,successful,tealium.com,other,tealium.com,net,net
